"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient_X", "Skin_Friction_Coefficient_Y", "Heat_Flux"
14189, 2.213702508000000e-02, -2.279029144000000e-02, 1.236245213720583e-01, -5.007859877873952e+00, 7.614332328514278e-05, -1.062133560630190e-04, 2.526483851146497e-08
14190, 2.273194228000000e-02, -2.363632333000000e-02, 1.233822914144654e-01, -5.009244049060197e+00, 7.947835691688448e-05, -1.152771857112904e-04, 2.106519514601288e-08
14191, 2.331534903000000e-02, -2.449935884000000e-02, 1.231067867539370e-01, -5.010818361406074e+00, 8.319210417340483e-05, -1.255810549489669e-04, 1.597161601865818e-08
14192, 2.388655753000000e-02, -2.537925077000000e-02, 1.227909333998747e-01, -5.012623237715002e+00, 8.740548110393235e-05, -1.371749996244752e-04, 9.654910567204462e-09
14193, 2.444655537000000e-02, -2.627468491000000e-02, 1.224314212976296e-01, -5.014677592584974e+00, 9.215150998809457e-05, -1.498364023407917e-04, 2.115263654289002e-09
14194, 2.499672449000000e-02, -2.718435872000000e-02, 1.220354201092624e-01, -5.016940456518501e+00, 9.694250833409477e-05, -1.628405530948923e-04, -6.164568094690114e-09
14195, 2.553594072000000e-02, -2.810459540000000e-02, 1.216069630075734e-01, -5.019388782813866e+00, 1.017017196285151e-04, -1.762515180186444e-04, -1.516126061022393e-08
14196, 2.606283395000000e-02, -2.903195197000000e-02, 1.211446131489666e-01, -5.022030782005905e+00, 1.065073606534578e-04, -1.904568822992400e-04, -2.506080434471572e-08
14197, 2.657788755000000e-02, -2.996780883000000e-02, 1.206433100738738e-01, -5.024895371006436e+00, 1.113731755358007e-04, -2.058323219527089e-04, -3.626734437186973e-08
14198, 2.708043094000000e-02, -3.091260546000000e-02, 1.200916891615787e-01, -5.028047490505265e+00, 1.164261680704491e-04, -2.228511472929929e-04, -4.937826481325252e-08
14199, 2.756886228000000e-02, -3.186463202000000e-02, 1.194764344093332e-01, -5.031563231946667e+00, 1.218066363003478e-04, -2.420474192396443e-04, -6.501152307053005e-08
14200, 2.804139483000000e-02, -3.282217982000000e-02, 1.187807382530932e-01, -5.035538638553753e+00, 1.279851806034298e-04, -2.641134902574285e-04, -8.427773918118359e-08
14201, 2.849823796000000e-02, -3.378251543000000e-02, 1.179922869832381e-01, -5.040044074381496e+00, 1.352363181152123e-04, -2.887573995083640e-04, -1.076588067534925e-07
14202, 2.894075173000000e-02, -3.474249208000000e-02, 1.171234038045714e-01, -5.045009121116735e+00, 1.430644675042123e-04, -3.146670066651140e-04, -1.343178670192223e-07
14203, 2.936972422000000e-02, -3.569932942000000e-02, 1.161885475447586e-01, -5.050351156887094e+00, 1.515215233229047e-04, -3.420498329336151e-04, -1.647285200012989e-07
14204, 2.978587763000000e-02, -3.665030799000000e-02, 1.151969342302409e-01, -5.056017518684338e+00, 1.602297187610192e-04, -3.701137865568728e-04, -1.983378758273172e-07
14205, 3.018950693000000e-02, -3.759294120000000e-02, 1.141597882475418e-01, -5.061944067156904e+00, 1.676343324585284e-04, -3.959816759297466e-04, -2.314376095626500e-07
14206, 3.057963813000000e-02, -3.852530942000000e-02, 1.130764830746231e-01, -5.068134382430725e+00, 1.741270450238055e-04, -4.217327656100988e-04, -2.659801835867111e-07
14207, 3.095452154000000e-02, -3.944579368000000e-02, 1.119223065274264e-01, -5.074729676986135e+00, 1.810382671164799e-04, -4.509513132612104e-04, -3.071601134712515e-07
14208, 3.131316285000000e-02, -4.035245868000000e-02, 1.106594929337735e-01, -5.081945754664152e+00, 1.879286245695410e-04, -4.820112194192387e-04, -3.535864046744975e-07
14209, 3.165526021000000e-02, -4.124309253000000e-02, 1.092614115721085e-01, -5.089934791016523e+00, 1.950680247325796e-04, -5.139619914567038e-04, -4.043448578963849e-07
14210, 3.198207057000000e-02, -4.211488563000000e-02, 1.077231164913642e-01, -5.098725048620777e+00, 2.048865858996306e-04, -5.501643888393328e-04, -4.655062459116080e-07
14211, 3.229634459000000e-02, -4.296454147000000e-02, 1.060363822009821e-01, -5.108363530280102e+00, 2.275999285939458e-04, -6.159436916371340e-04, -5.919207291919067e-07
14212, 3.260063940000000e-02, -4.378889129000000e-02, 1.045701260741476e-01, -5.116742136719156e+00, 2.474572318070897e-04, -6.690374879137344e-04, -7.154064597163714e-07
14213, 3.289584686000000e-02, -4.458538516000000e-02, 1.030934879996620e-01, -5.125180068573360e+00, 2.594129878880505e-04, -6.981196354274644e-04, -7.824084440777528e-07
14391, 3.544164694000000e-04, -1.302731659000000e-03, 1.272585462844707e-01, -4.987094021231597e+00, 3.296071306715311e-05, -7.495573245183329e-05, -9.310523494481063e-09
14392, 5.485239583000000e-04, -1.699941843000000e-03, 1.271489123981038e-01, -4.987720500582264e+00, 3.674598151841413e-05, -6.395216456865422e-05, -7.469448573537643e-09
14393, 8.036950281999999e-04, -2.084649440000000e-03, 1.269739343287187e-01, -4.988720375264465e+00, 4.819917570615650e-05, -6.492236925182805e-05, -9.236510240131868e-09
14394, 1.111739413000000e-03, -2.458570620000000e-03, 1.268150107829681e-01, -4.989628509811611e+00, 5.231839251386151e-05, -5.694866431722554e-05, -8.687684440783482e-09
14395, 1.475253342000000e-03, -2.815641872000000e-03, 1.266951468617024e-01, -4.990313446504558e+00, 6.159409183576137e-05, -5.715354967404827e-05, -9.667934954378005e-09
14396, 1.878034630000000e-03, -3.169620827000000e-03, 1.266212957662285e-01, -4.990735452764409e+00, 6.600408553269379e-05, -5.463021386958201e-05, -9.907906248261803e-09
14397, 2.324516515000000e-03, -3.518559402000000e-03, 1.265756106239359e-01, -4.990996510720366e+00, 4.035513472432480e-05, -3.121359514059456e-05, -3.609118632602507e-09
14398, 2.786630026000000e-03, -3.872394564000000e-03, 1.265494709079539e-01, -4.991145880525978e+00, 3.496398748813519e-05, -2.663105836463885e-05, -2.501876127588405e-09
14399, 3.250565757000000e-03, -4.223904335000000e-03, 1.265082638113984e-01, -4.991381349649153e+00, 2.280554084885405e-05, -1.745086884347041e-05, -6.540929179468356e-10
14400, 3.711132175000000e-03, -4.579826405000000e-03, 1.264679087413614e-01, -4.991611950049363e+00, 2.430067789032638e-05, -1.902736703631093e-05, -3.738381814510552e-10
14284, 3.465508893000000e-02, -4.191689403000000e-02, 8.175186229573717e-02, -5.247132215452931e+00, 1.550728408544183e-04, -6.408284395705188e-04, -5.884158877741167e-07
14285, 3.452585715000000e-02, -4.138252928000000e-02, 8.166926399564024e-02, -5.247604205739199e+00, 1.552958670729424e-04, -6.425730656434219e-04, -5.899755780228610e-07
14286, 3.439260123000000e-02, -4.083078962000000e-02, 8.157190470062473e-02, -5.248160544567859e+00, 1.555257753806539e-04, -6.443774373466406e-04, -5.917667221507848e-07
14287, 3.425525853000000e-02, -4.026137978000000e-02, 8.145981775242050e-02, -5.248801041414740e+00, 1.562302573671349e-04, -6.479889695248817e-04, -5.971614434537012e-07
14288, 3.411370376000000e-02, -3.967401956000000e-02, 8.133411451974903e-02, -5.249519345601434e+00, 1.565588008948739e-04, -6.498106690576650e-04, -5.997689332487849e-07
14289, 3.396783938000000e-02, -3.906842206000000e-02, 8.119537069535626e-02, -5.250312167455107e+00, 1.572019221805250e-04, -6.526873148391113e-04, -6.059391286677541e-07
14290, 3.381976540000000e-02, -3.845361566000000e-02, 8.104882826498759e-02, -5.251149552771500e+00, 1.580605987939231e-04, -6.561326687470283e-04, -6.131533020163020e-07
14291, 3.367163238000000e-02, -3.783882347000000e-02, 8.089890641291397e-02, -5.252006249069063e+00, 1.591911361785669e-04, -6.604463027702175e-04, -6.192072542922358e-07
14292, 3.352168680000000e-02, -3.721695818000000e-02, 8.074282387256719e-02, -5.252898149299616e+00, 1.606020086486136e-04, -6.656956615850289e-04, -6.265787808426786e-07
14293, 3.336818641000000e-02, -3.658103929000000e-02, 8.057961407183892e-02, -5.253830776732349e+00, 1.620354241432601e-04, -6.707865859732087e-04, -6.348724155194035e-07
14294, 3.321110756000000e-02, -3.593123693000000e-02, 8.041243647538750e-02, -5.254786077283500e+00, 1.632087576978299e-04, -6.746342528329223e-04, -6.414178327981314e-07
14295, 3.305046392000000e-02, -3.526771225000000e-02, 8.023785267763299e-02, -5.255783698984954e+00, 1.644504547005522e-04, -6.786867192693852e-04, -6.485292793185734e-07
14296, 3.288626845000000e-02, -3.459062653000000e-02, 8.005317595530428e-02, -5.256838994541119e+00, 1.656910506539554e-04, -6.826552053223256e-04, -6.556436473526099e-07
14297, 3.271853317000000e-02, -3.390014138000000e-02, 7.985398893146547e-02, -5.257977206105912e+00, 1.670446865309089e-04, -6.869649544722755e-04, -6.633673628171143e-07
14298, 3.254724939000000e-02, -3.319642347000000e-02, 7.963697525272140e-02, -5.259217284270163e+00, 1.684931048464913e-04, -6.914491711656768e-04, -6.712986622140526e-07
14299, 3.237238507000000e-02, -3.247964517000000e-02, 7.939735448743737e-02, -5.260586545786072e+00, 1.701874655289800e-04, -6.965925983510344e-04, -6.799949329790140e-07
14300, 3.219386502000000e-02, -3.174998947000000e-02, 7.913211814139576e-02, -5.262102182049167e+00, 1.723467324727967e-04, -7.030782433669195e-04, -6.901754962356288e-07
14301, 3.201155358000000e-02, -3.100765457000000e-02, 7.885048897737590e-02, -5.263711491557852e+00, 1.746146969650696e-04, -7.093225614495496e-04, -6.995686906024628e-07
14302, 3.182531023000000e-02, -3.025284042000000e-02, 7.855548310020517e-02, -5.265397239427399e+00, 1.768980009567381e-04, -7.149423371745527e-04, -7.083815227510891e-07
14303, 3.163498875000000e-02, -2.948574851000000e-02, 7.823880818006225e-02, -5.267206810399644e+00, 1.805808091950025e-04, -7.251547408906960e-04, -7.251872832612067e-07
14304, 3.144026582000000e-02, -2.870662529000000e-02, 7.793394408483216e-02, -5.268948890943816e+00, 1.847682379071751e-04, -7.359202105744060e-04, -7.452085484412930e-07
14305, 3.124080113000000e-02, -2.791572414000000e-02, 7.765509491371131e-02, -5.270542314778792e+00, 1.885103769046661e-04, -7.437373530944783e-04, -7.617857320559527e-07
14306, 3.103640614000000e-02, -2.711326192000000e-02, 7.739459834737865e-02, -5.272030866586408e+00, 1.927742397796920e-04, -7.527256757688569e-04, -7.816020186936056e-07
14307, 3.082687355000000e-02, -2.629946090000000e-02, 7.715913582569539e-02, -5.273376366710313e+00, 1.977173679907198e-04, -7.633005110737190e-04, -8.061303319175253e-07
14308, 3.061193434000000e-02, -2.547456146000000e-02, 7.695797991133248e-02, -5.274525829078100e+00, 2.024461543400199e-04, -7.720590973488118e-04, -8.276720260164758e-07
14309, 3.039141715000000e-02, -2.463878191000000e-02, 7.678960294443705e-02, -5.275487983174646e+00, 2.066172170347042e-04, -7.781933977270303e-04, -8.433871473959384e-07
14310, 3.016528089000000e-02, -2.379230685000000e-02, 7.665065740228254e-02, -5.276281957701243e+00, 2.109078188871067e-04, -7.845131104633834e-04, -8.599580991826852e-07
14311, 2.993346195000000e-02, -2.293532748000000e-02, 7.653342368800385e-02, -5.276951864639978e+00, 2.146427471619090e-04, -7.886163144120756e-04, -8.714715519884041e-07
14312, 2.969596951000000e-02, -2.206801560000000e-02, 7.642887292238422e-02, -5.277549297586376e+00, 2.181433027424109e-04, -7.918545413951328e-04, -8.812625118749360e-07
14313, 2.945280242000000e-02, -2.119054583000000e-02, 7.632718653556127e-02, -5.278130362653936e+00, 2.216087849335961e-04, -7.948606681801093e-04, -8.910142872360288e-07
14314, 2.920390938000000e-02, -2.030310703000000e-02, 7.622060569546851e-02, -5.278739396025895e+00, 2.252000873316210e-04, -7.980056493461378e-04, -9.018038053340070e-07
14315, 2.894917116000000e-02, -1.940590802000000e-02, 7.610140505486096e-02, -5.279420542543652e+00, 2.289367967753340e-04, -8.011397918930086e-04, -9.133118635693014e-07
14316, 2.868841098000000e-02, -1.849917561000000e-02, 7.596759779671507e-02, -5.280185155447342e+00, 2.334622195764139e-04, -8.061284064270077e-04, -9.307290073638663e-07
14317, 2.842129370000000e-02, -1.758318477000000e-02, 7.582280795706017e-02, -5.281012525959656e+00, 2.390497867736305e-04, -8.133003045992078e-04, -9.549213336124334e-07
14318, 2.814731973000000e-02, -1.665826337000000e-02, 7.567512763845294e-02, -5.281856413494554e+00, 2.456661289042884e-04, -8.219744281899420e-04, -9.836317848030007e-07
14319, 2.786586730000000e-02, -1.572478329000000e-02, 7.553612241899829e-02, -5.282650729034295e+00, 2.532856910878344e-04, -8.316300910323974e-04, -1.015132699363215e-06
14320, 2.757622633000000e-02, -1.478315367000000e-02, 7.541977181347767e-02, -5.283315589637271e+00, 2.617770588822713e-04, -8.415166967935317e-04, -1.047614259624501e-06
14321, 2.727762920000000e-02, -1.383381475000000e-02, 7.534061126636020e-02, -5.283767935620800e+00, 2.708482270274867e-04, -8.505119187611870e-04, -1.078911984839551e-06
14322, 2.696927942000000e-02, -1.287723172000000e-02, 7.530978939717381e-02, -5.283944060587578e+00, 2.799859998364865e-04, -8.570511626192893e-04, -1.107324222555391e-06
14323, 2.665191208000000e-02, -1.191846332000000e-02, 7.533779689366954e-02, -5.283784017750460e+00, 2.894326091923392e-04, -8.620820071748781e-04, -1.132807289811520e-06
14324, 2.632640895000000e-02, -1.096242652000000e-02, 7.542600514047632e-02, -5.283279970625850e+00, 2.994073532933269e-04, -8.664647459783473e-04, -1.154830030080504e-06
14325, 2.599222993000000e-02, -1.000938754000000e-02, 7.556461329850622e-02, -5.282487924008536e+00, 3.092337909322191e-04, -8.684669142522986e-04, -1.171427695676463e-06
14326, 2.564887742000000e-02, -9.059614685000000e-03, 7.573813806249410e-02, -5.281496353928605e+00, 3.185639815667619e-04, -8.674086884859323e-04, -1.183830304175476e-06
14327, 2.529782767000000e-02, -8.118619630000001e-03, 7.593497066931990e-02, -5.280371596175315e+00, 3.282486365474954e-04, -8.657548100976609e-04, -1.195088030003821e-06
14328, 2.494074134000000e-02, -7.191907864000000e-03, 7.614519992447316e-02, -5.279170286145868e+00, 3.389243292345705e-04, -8.651498000405749e-04, -1.206408997756651e-06
14329, 2.457744436000000e-02, -6.279744628000000e-03, 7.636455374499647e-02, -5.277916835742877e+00, 3.504320336067373e-04, -8.650040051550052e-04, -1.218965119809147e-06
14330, 2.420768647000000e-02, -5.382440299000000e-03, 7.659996145836812e-02, -5.276571648809325e+00, 3.628662507133485e-04, -8.652979725702079e-04, -1.233469856946738e-06
14331, 2.383123413000000e-02, -4.500317090000000e-03, 7.686806698510076e-02, -5.275039617227996e+00, 3.762869493317677e-04, -8.659674606732937e-04, -1.250092610889189e-06
14332, 2.344782334000000e-02, -3.633730315000000e-03, 7.718747973334179e-02, -5.273214401523761e+00, 3.903999452894630e-04, -8.661965329299970e-04, -1.266654513430865e-06
